SYMBOL	gene_tot_lof	gene_tot_obs	gene_lof_rate
CLEC9A	546	730852	0.0007470732788581
CLECL1	341	730932	0.000466527666048278
CLGN	1178	730931	0.00161164323308219
CLHC1	1377	730920	0.00188392710556559
CLIC1	175	730939	0.000239418063614064
CLIC2	22	548743	4.0091627592516e-05
CLIC3	498	730291	0.000681919946980039
CLIC4	55	730915	7.52481478694513e-05
CLIC4P2	6	377071	1.59121226506414e-05
CLIC5	168	730936	0.00022984228441341
CLIC6	672	730935	0.0009193703954524
CLINT1	81	730850	0.000110829855647534
CLIP1	1329	730947	0.00181818928048135
CLIP1-AS1	2	76121	2.62739585659673e-05
CLIP2	242	730946	0.000331077808757418
CLIP3	94	730946	0.000128600471170237
CLIP4	364	730942	0.000497987528422228
CLK1	254	730931	0.000347502021394632
CLK2	29	730943	3.96747762821451e-05
CLK3	170	730938	0.000232577865701332
CLK4	354	730904	0.000484331731663803
CLLU1	3	76010	3.94684909880279e-05
CLLU1-AS1	35	730875	4.78878057123311e-05
CLMAT3	9	76166	0.000118162959850852
CLMN	782	730947	0.00106984500928248
CLMP	167	730946	0.000228471049844995
CLN3	242	730947	0.000331077355813759
CLN5	634	730944	0.000867371508624464
CLN6	376	730918	0.0005144215903836
CLN8	192	730947	0.000262672943455545
CLN8-AS1	7	76136	9.19407376274036e-05
CLNK	865	730825	0.00118359388362467
CLNS1A	195	730858	0.000266809694906535
CLOCK	753	730914	0.00103021696122936
CLP1	196	730947	0.000268145296444202
CLPB	403	730943	0.00055134258074843
CLPP	98	730905	0.000134080352439784
CLPS	80	730917	0.000109451551954599
CLPSL1	530	730836	0.000725196897799233
CLPSL2	245	730751	0.000335271522036918
CLPTM1	70	730942	9.576683238889e-05
CLPTM1L	242	730913	0.000331092756593466
CLPX	162	730942	0.000221631812100002
CLRN1	804	730947	0.00109994295072009
CLRN1-AS1	6	76091	7.88529523859589e-05
CLRN2	354	730856	0.000484363540834309
CLRN3	185	730947	0.000253096325725395
CLSPN	931	730947	0.00127369015810996
CLSTN1	120	730947	0.000164170589659715
CLSTN2	187	730945	0.000255833202224518
CLSTN2-AS1	1	75052	1.33240952939295e-05
CLSTN3	146	730946	0.000199741157349517
CLTA	43	730924	5.88296457634446e-05
CLTB	28	730946	3.83065233273046e-05
CLTC	77	730918	0.000105346974626429
CLTCL1	4386	730856	0.0060011821754217
CLTRN	111	548401.5	0.000202406448560042
CLU	108	730947	0.000147753530693744
CLUAP1	379	730944	0.000518507573767621
CLUH	397	730830	0.000543217985030718
CLUHP10	211	76211	0.00276862920050911
CLUHP11	303	151994	0.00199349974341092
CLUHP3	34	108439	0.000313540331430574
CLUHP4	15	76212	0.000196819398519918
CLUHP5	3	76215	3.93623302499508e-05
CLUHP8	107	76169	0.00140477096981712
CLUL1	1277	730946	0.00174705108174886
CLVS1	49	730926	6.70382501101343e-05
CLVS2	54	730946	7.38768664169446e-05
CLYBL	1502	730939	0.00205489103741899
CLYBL-AS1	1	75988	1.31599726272569e-05
CMA1	2399	730945	0.00328205268522255
CMAHP	1019	159546	0.00638687275143219
CMAS	99	730911	0.000135447407413488
CMBL	1188	730947	0.00162528883763118
CMC1	141	728629	0.000193514120354803
CMC2	268	729452	0.000367399088630917
CMC4	353	548731.5	0.000643301869858027
CMIP	72	730788	9.85237852838306e-05
CMKLR1	131	730947	0.000179219560378523
CMKLR2	2169	730947	0.00296738340809936
CMPK1	63	730333	8.62620202017436e-05
CMPK2	372	730945	0.000508930220468024
CMSS1	157	730853	0.000214817480396195
CMTM1	2486	730945	0.00340107668839653
CMTM2	322	730944	0.00044052622362315
CMTM3	78	730945	0.000106711175259424
CMTM4	58	730941	7.9349769680453e-05
CMTM5	2268	730940	0.00310285385941391
CMTM6	82	730863	0.000112196129780821
CMTM7	77	730945	0.000105343083268919
CMTM8	121	730931	0.000165542301530514
CMTR1	131	730947	0.000179219560378523
CMTR2	680	730920	0.000930334373118809
CMYA5	6240	730854	0.00853795696541306
CNBD1	2665	730252	0.00364942512995514
CNBD2	1916	730947	0.00262125708156679
CNBP	28	730941	3.83067853629773e-05
CNDP1	4303	730939	0.00588694815846466
CNDP2	393	730946	0.000537659416701097
CNEP1R1	21	729121	2.88018038158275e-05
CNFN	279	730936	0.000381702365186555
CNGA1	1070	730945	0.00146385842984082
CNGA2	189	549120.5	0.00034418674953858
CNGA3	897	730947	0.00122717515770637
CNGA4	1792	730947	0.00245161413891842
CNGB1	1858	730947	0.00254190796323126
CNGB3	5157	730942	0.00705527935185008
CNIH1	67	730906	9.16670543134138e-05
CNIH2	12	730919	1.64176878696545e-05
CNIH3	207	730934	0.00028319930390432
CNIH3-AS1	1	76094	1.31416406024128e-05
CNIH3-AS2	12	76121	0.000157643751395804
CNIH4	106	730934	0.00014501993340028
CNKSR1	4900	730947	0.00670363241110505
CNKSR2	53	548516	9.6624346418336e-05
CNKSR3	200	730947	0.000273617649432859
CNMD	1748	730934	0.00239146078852537
CNN1	72	730946	9.85024885559262e-05
CNN2	112	730753	0.000153266562025746
CNN3	55	730929	7.52467065884648e-05
CNN3-DT	35	604264	5.79217030966597e-05
CNNM1	401	730941	0.000548607890376925
CNNM2	83	730947	0.000113551324514636
CNNM3	385	730941	0.000526718298740938
CNNM3-DT	30	76158	0.000393917907508075
CNNM4	278	730947	0.000380328532711674
CNOT1	42	730941	5.7460178044466e-05
CNOT10	116	730942	0.000158699322244446
CNOT10-AS1	2	708759	2.82183365572783e-06
CNOT11	147	730938	0.000201111448577034
CNOT2	3798	730403	0.00519986911335249
CNOT3	168	729851	0.000230183969056698
CNOT4	65	730915	8.89296293002606e-05
CNOT4P1	1	76058	1.31478608430408e-05
CNOT6	275	730942	0.000376226841527782
CNOT6L	27	730761	3.69477845697841e-05
CNOT7	18	730891	2.4627475232285e-05
CNOT8	122	730933	0.000166909963019866
CNOT9	22	730939	3.00982708543394e-05
CNP	53	730945	7.25088754967884e-05
CNPPD1	586	730945	0.000801701906436189
CNPY1	529	730755	0.000723908834014136
CNPY2	259	730947	0.000354334856015552
CNPY2-AS1	8	710387	1.12614673410409e-05
CNPY3	92	730935	0.000125866185091698
CNPY3-GNMT	16	730854	2.1892197347213e-05
CNPY4	1187	730936	0.0016239451880876
CNR1	76	730947	0.000103974706784486
CNR2	761	730947	0.00104111515609203
CNRIP1	57	730947	7.79810300883648e-05
CNST	259	730947	0.000354334856015552
CNTD1	139	730941	0.000190165827337637
CNTF	194	730933	0.000265414203490607
CNTFR	56	730936	7.66140948044699e-05
CNTLN	8072	730910	0.0110437673584983
CNTN1	257	730926	0.000351608781189888
CNTN2	480	730943	0.000656685952256195
CNTN3	205	730917	0.000280469601883661
CNTN4	353	730945	0.000482936472648421
CNTN4-AS1	9	582560	1.54490524581159e-05
CNTN4-AS2	21	76143	0.000275796855915843
CNTN5	1632	730839	0.00223304996038799
CNTN6	2139	730910	0.00292648889740187
CNTNAP1	474	730947	0.000648473829155876
CNTNAP2	440	730947	0.00060195882875229
CNTNAP2-AS1	5	76074	6.57254778242238e-05
CNTNAP3	487	730766	0.000666423998927153
CNTNAP3B	4010	729857	0.0054942269513069
CNTNAP3C	16	566118	2.82626590216174e-05
CNTNAP3P1	1	61886	1.61587434961057e-05
CNTNAP3P2	18	730492	2.46409269369138e-05
CNTNAP3P5	14	72656	0.000192688835058357
CNTNAP4	491	730872	0.000671800260510732
CNTNAP5	256	730839	0.000350282346727528
CNTRL	3837	730944	0.00524937614919884
CNTROB	1147	730947	0.00156919721949745
COA1	188	730926	0.000257207980014393
COA3	176	730941	0.000240785507995857
COA4	76	730946	0.000103974849031255
COA5	98	730828	0.00013409447913873
COA6	185	730910	0.000253109137923958
COA6-AS1	35	652760	5.36184815246032e-05
COA7	195	730947	0.000266777208197038
COA8	256	730941	0.000350233466175793
COASY	2314	730941	0.00316578219035463
COBL	565	730947	0.000772969859647827
COBLL1	860	730920	0.00117659935423849
COBLP1	2	243266	8.22145305961376e-06
COCH	797	730947	0.00109036633298994
COG1	691	730947	0.000945348978790528
COG2	289	730945	0.000395378585256073
COG3	158	730928	0.000216163561937701
COG4	464	730946	0.000634793815138191
COG5	975	730922	0.001333931664391
COG6	582	730928	0.00079624805726419
COG7	559	730947	0.000764761330164841
COG8	586	730946	0.000801700809635732
COIL	626	730944	0.000856426757726994
COL10A1	1105	730947	0.00151173751311655
COL11A1	404	730934	0.00055271748201616
COL11A2	599	730947	0.000819484860051413
COL11A2P1	142	266729	0.000532375557213501
COL12A1	422	730947	0.000577333240303333
COL13A1	951	730853	0.00130121926023427
COL14A1	843	730944	0.00115330312582086
COL15A1	3021	730946	0.0041330002489924
COL16A1	6300	730943	0.00861900312336256
COL17A1	1658	730947	0.0022682903137984
COL18A1	2186	730945	0.0029906490912449
COL18A1-AS1	13	189324	6.8665356742938e-05
COL18A1-AS2	90	76182	0.00118138142868394
COL19A1	1256	730918	0.00171838701468564
COL1A1	145	730946	0.000198373067230685
COL1A2	254	730946	0.000347494890183406
COL1A2-AS1	26	123149	0.000211126359125937
COL20A1	3386	730545	0.00463489586541555
COL21A1	2626	730843	0.00359311096911375
COL22A1	2265	730946	0.00309872411915518
COL23A1	7192	730941	0.00983937144037617
COL24A1	1984	730944	0.00271429822257245
COL25A1	376	730945	0.000514402588430046
COL25A1-DT	6	76160	7.8781512605042e-05
COL26A1	482	730729	0.000659615260924365
COL27A1	433	730946	0.000592383021454389
COL28A1	3347	730947	0.0045789913632589
COL2A1	63	730947	8.61895595713506e-05
COL3A1	117	730942	0.000160067419850002
COL4A1	128	730945	0.000175115774784697
COL4A2	1074	730947	0.00146932677745445
COL4A2-AS1	2	228060	8.76962202929054e-06
COL4A2-AS2	175	730150	0.000239676778744094
COL4A3	1377	730943	0.00188386782553496
COL4A4	1055	730947	0.00144333310075833
COL4A5	68	549045	0.000123851414729212
COL4A6	200	549107	0.000364227737034858
COL5A1	90	730931	0.000123130637502035
COL5A1-AS1	8	145295	5.50603943700747e-05
COL5A2	209	730935	0.000285935137871357
COL5A3	1423	730947	0.00194678957571479
COL6A1	669	730885	0.000915328676878031
COL6A2	691	730769	0.000945579245972393
COL6A3	952	730947	0.00130242001130041
COL6A4P1	754	76142	0.0099025504977542
COL6A4P2	628	76128	0.00824926439680538
COL6A5	4894	730730	0.00669741217686423
COL6A6	9882	730856	0.0135211313856628
COL7A1	4473	730946	0.00611946710153691
COL8A1	163	730946	0.000222998689369666
COL8A2	749	730755	0.00102496732831113
COL9A1	1177	730941	0.0016102530847223
COL9A2	536	730947	0.000733295300480062
COL9A3	724	730932	0.00099051621765089
COLCA1	4	532893	7.50619730414924e-06
COLCA2	53	699779	7.57381973451618e-05
COLEC10	227	730900	0.000310576002189082
COLEC11	150	730943	0.000205214360080061
COLEC12	158	730947	0.000216157943051959
COLGALT1	290	730947	0.000396745591677646
COLGALT2	342	730947	0.000467886180530189
COLQ	716	730945	0.000979553865201896
COMETT	16	76104	0.000210238620834647
COMMD1	201	730944	0.000274986866298923
COMMD10	150	730000	0.000205479452054795
COMMD2	237	730923	0.000324247560960594
COMMD3	999	730922	0.00136676690536063
COMMD3-BMI1	995	730938	0.00136126456689897
COMMD4	350	730889	0.000478868884331273
COMMD4P1	79	730675	0.000108119204844835
COMMD5	241	730919	0.000329721898048895
COMMD6	288	730779	0.000394099994663229
COMMD7	149	730940	0.000203847100993242
COMMD8	283	730885	0.000387201816975311
COMMD9	242	730943	0.000331079167595832
COMP	715	730941	0.000978191126233171
COMT	229	730910	0.000313308068024791
COMTD1	456	730828	0.000623949821298582
COP1	67	730765	9.1684741332713e-05
COPA	53	730933	7.25100659020731e-05
COPB1	1693	730940	0.00231619558376885
COPB2	49	730918	6.70389838531819e-05
COPB2-DT	32	678059	4.71935333060987e-05
COPDA1	5	76019	6.57730304266039e-05
COPE	146	730859	0.000199764934139143
COPG1	192	730946	0.000262673302815803
COPG2	375	730812	0.000513127863253477
COPRS	162	730944	0.000221631205673759
COPS2	22	730593	3.01125250310364e-05
COPS3	27	730943	3.6938584814411e-05
COPS4	14	730823	1.91564852228241e-05
COPS5	28	730941	3.83067853629773e-05
COPS6	380	730947	0.000519873533922432
COPS7A	89	730945	0.000121760187154984
COPS7B	31	730941	4.24110837947249e-05
COPS8	41	730875	5.6097143834445e-05
COPS9	28	730938	3.83069425861017e-05
COPZ1	13	730867	1.77870939582715e-05
COPZ2	459	730848	0.00062803756731906
COQ10A	221	730946	0.00030234791626194
COQ10B	80	730882	0.000109456793299055
COQ2	400	730528	0.000547549169915458
COQ3	1207	730930	0.00165132091992393
COQ4	503	730936	0.000688158744404435
COQ5	241	730947	0.000329709267566595
COQ6	436	730947	0.000596486475763633
COQ7	304	730947	0.000415898827137946
COQ7-DT	1971	674296	0.00292304863146155
COQ8A	822	730943	0.00112457469323873
COQ8B	936	730945	0.00128053410311309
COQ9	367	730947	0.000502088386709296
CORIN	2319	730945	0.00317260532598212
CORO1A	69	730930	9.44002845689738e-05
CORO1A-AS1	3	75930	3.95100750691426e-05
CORO1B	587	730784	0.000803246923851644
CORO1C	233	730947	0.000318764561589281
CORO2A	463	730947	0.000633424858437069
CORO2B	84	730946	0.000114919569981914
CORO6	327	730933	0.000447373425471281
CORO7	2436	730945	0.00333267208887126
CORO7-PAM16	2486	730945	0.00340107668839653
CORT	229	730918	0.000313304638824054
COSMOC	6	76137	7.88053114779936e-05
COTL1	73	730936	9.98719450129697e-05
COX10	121	730945	0.000165539130851158
COX10-AS1	4	76111	5.25548212479142e-05
COX11	118	730834	0.00016145937381129
COX14	80	730941	0.000109447958179935
COX15	888	730945	0.00121486568756883
COX16	358	730914	0.000489797705338795
COX17	17	730603	2.32684508549787e-05
COX18	7844	730898	0.0107320036448314
COX19	198	729865	0.000271283045494715
COX20	167	730012	0.000228763362794036
COX4I1	60	730946	8.20854071299385e-05
COX4I2	468	730944	0.00064026792750197
COX5A	14	730847	1.91558561504665e-05
COX5B	81	730915	0.000110819999589556
COX5BP6	2	55718	3.58950428945763e-05
COX6A1	191	730947	0.00026130485520838
COX6A2	1562	727052	0.00214840204001915
COX6B1	17	730941	2.32576911132362e-05
COX6B1P3	3	76085	3.94295853321943e-05
COX6B2	5601	730857	0.00766360587638895
COX6C	34	730837	4.65220014859675e-05
COX7A1	419	730944	0.000573231328254969
COX7A2	86	730800	0.00011767925561029
COX7A2L	178	730939	0.000243522373276019
COX7B	2	547485	3.65306812058778e-06
COX7B2	225	730895	0.000307841755655737
COX7C	89	730745	0.000121793512100664
COX8A	42	730941	5.7460178044466e-05
COX8C	285	730071	0.000390372991120042
CP	662	730941	0.000905681853938964
CPA1	1092	730947	0.00149395236590341
CPA2	1110	730945	0.00151858210946104
CPA3	807	730928	0.00110407591445395
CPA4	7401	730945	0.0101252488217308
CPA5	430	730944	0.00058828036073899
CPA6	975	730934	0.00133390976476672
CPAMD8	2489	730947	0.00340517164719193
CPB1	1147	730932	0.00156922942216239
CPB2	642	730939	0.00087832226765845
CPB2-AS1	27	703363	3.83870064248475e-05
CPD	309	730938	0.000422744473539479
CPE	76	730923	0.000103978120814368
CPEB1	82	730933	0.000112185384980566
CPEB1-AS1	17	655728	2.59253836956787e-05
CPEB2	1163	730837	0.00159132610965236
CPEB2-DT	23	100251	0.000229424145395058
CPEB3	137	730941	0.000187429628383139
CPEB4	33	730946	4.51469739214662e-05
CPED1	1649	730946	0.00225598060595448
CPHL1P	343	76170	0.00450308520414862
CPHXL	204	123290	0.00165463541244221
CPLANE1	5134	730946	0.00702377467008507
CPLANE2	271	730943	0.000370753943877977
CPLX1	44	730272	6.02515227203015e-05
CPLX2	16	730864	2.1891897808621e-05
CPLX3	134	730859	0.000183345898456474
CPLX4	165	730885	0.000225753709543909
CPM	717	730945	0.000980921957192402
CPN1	404	730946	0.000552708408008252
CPN2	209	730945	0.000285931226015637
CPNE1	2769	730947	0.00378823635639793
CPNE2	203	730943	0.000277723433975016
CPNE2-DT	2	76133	2.62698172934207e-05
CPNE3	874	730938	0.00119572385072332
CPNE4	89	730910	0.000121766017703958
CPNE5	139	730923	0.000190170510436804
CPNE6	3172	730942	0.00433960560482227
CPNE7	941	730790	0.0012876476142257
CPNE8	213	730742	0.000291484545845182
CPNE9	386	730945	0.0005280835083351
CPO	1241	730931	0.00169783467933362
CPOX	123	730939	0.00016827669614017
CPPED1	630	730947	0.000861895595713506
CPQ	764	730910	0.00104527233175083
CPS1	500	730925	0.000684064712521805
CPSF1	2524	730878	0.00345338072838422
CPSF2	356	730941	0.000487043413900712
CPSF3	800	730943	0.00109447658709366
CPSF4	71	730937	9.71355944493164e-05
CPSF4L	461	699776	0.000658782238887873
CPSF6	26	730904	3.55723870713527e-05
CPSF7	14	730837	1.91561182589278e-05
CPT1A	313	730945	0.000428212793028203
CPT1B	852	730934	0.00116563191751923
CPT1C	437	730945	0.000597856199850878
CPT2	723	730947	0.000989127802699785
CPTP	326	730736	0.00044612555013028
CPVL	1788	730941	0.00244616186532155
CPVL-AS1	21	76150	0.000275771503611294
CPXCR1	123	548695	0.000224168253765753
CPXM1	818	730942	0.00111910384134446
CPXM2	1281	730947	0.00175252104461746
CPZ	4367	730942	0.00597448224346118
CR1	2070	730854	0.00283230303179568
CR1L	1937	730853	0.00265032776769063
CR2	2709	730911	0.00370633360285999
CRABP1	76	730927	0.000103977551793818
CRABP2	578	730940	0.000790762579691904
CRACD	465	730947	0.000636161034931397
CRACDL	190	730942	0.000259938545055558
CRACR2A	1645	730947	0.00225050516658527
CRACR2B	1010	730657	0.00138231755803339
CRADD	52	730942	7.11410754888897e-05
CRAMP1	331	730849	0.00045289793103637
CRAT	479	730940	0.000655320546146059
CRAT37	353	76133	0.00463662275228876
CRB1	1048	730947	0.00143375648302818
CRB2	3422	730886	0.00468198870959356
CRB3	41	730897	5.60954553103926e-05
CRBN	289	730944	0.000395379126171088
CRCP	186	730925	0.000254472073058111
CRCT1	74	725312	0.000102025059560575
CREB1	14	730798	1.91571405504667e-05
CREB3	504	730947	0.000689516476570805
CREB3L1	136	730833	0.000186089024441972
CREB3L2	168	730940	0.000229841026623252
CREB3L2-AS1	175	568410	0.000307876356855087
CREB3L3	1000	730943	0.00136809573386707
CREB3L4	590	730947	0.000807172065826934
CREB5	70	730942	9.576683238889e-05
CREBBP	552	730947	0.000755184712434691
CREBL2	80	730935	0.000109448856601476
CREBRF	35	730947	4.78830886507503e-05
CREBZF	51	730800	6.97865353037767e-05
CREG1	293	730828	0.000400915126404571
CREG2	924	730935	0.00126413429374705
CRELD1	1459	730947	0.00199604075261271
CRELD2	242	730829	0.000331130811722031
CREM	176	730933	0.000240788143372922
CRH	19	730164	2.60215513227165e-05
CRHBP	88	730943	0.000120392424580302
CRHR1	129	730922	0.000176489420211733
CRHR2	3194	730938	0.00436972766500031
CRIM1	116	730943	0.00015869910512858
CRIP1	131	730595	0.000179305908198112
CRIP2	202	730356	0.000276577449901144
CRIP3	722	730943	0.000987765119852027
CRIPT	241	729551	0.000330340168130809
CRISP1	1760	730818	0.00240826033294199
CRISP2	538	730754	0.000736225870812886
CRISP3	478	730888	0.000653998971114589
CRISPLD1	353	730947	0.000482935151248996
CRISPLD2	554	730947	0.00075792088892902
CRK	27	730945	3.69384837436469e-05
CRKL	106	730947	0.000145017354199415
CRLF1	440	730936	0.000601967887749406
CRLF2	884	730740	0.00120973259983031
CRLF3	471	730947	0.000644369564414383
CRLS1	363	730866	0.000496671072399044
CRMP1	65	730938	8.89268310034504e-05
CRNDE	1	76077	1.31445772046742e-05
CRNKL1	858	730944	0.00117382453375361
CRNN	536	730947	0.000733295300480062
CROCC	3465	730872	0.00474091222539651
CROCC2	3841	699157	0.00549375891251893
CROCCP2	400	730178	0.000547811629493082
CROCCP3	3898	727662	0.00535688272851956
CROCCP4	1	75678	1.32138798594043e-05
CROCCP5	11	656133	1.67648937029535e-05
CROT	5647	730790	0.00772725406751598
CRP	451	730947	0.000617007799471097
CRPPA	536	730845	0.000733397642454967
CRPPA-AS1	9	76117	0.000118239026761433
CRTAC1	268	730946	0.000366648151847058
CRTAM	394	730928	0.000539040781034521
CRTAP	557	730946	0.000762026196189595
CRTC1	579	730845	0.000792233647353406
CRTC2	68	730935	9.30315281112548e-05
CRTC3	104	730944	0.000142281761667104
CRTC3-AS1	54	503133	0.000107327485972894
CRX	28	730946	3.83065233273046e-05
CRY1	384	730947	0.000525345886911089
CRY2	104	730946	0.00014228137235856
CRYAA	5	479808	1.04208350006669e-05
CRYAA2	4	459445	8.70615634080249e-06
CRYAB	139	730947	0.000190164266355837
CRYBA1	519	730946	0.000710038771673968
CRYBA2	877	730939	0.00119982652451162
CRYBA4	1640	730938	0.00224369235147167
CRYBB1	235	730941	0.00032150337715356
CRYBB2	111	730942	0.000151858834216668
CRYBB2P1	457	730546	0.000625559513021767
CRYBB3	1527	730943	0.00208908218561502
CRYBG1	3903	730945	0.00533966303894274
CRYBG2	2686	730936	0.00367474033294297
CRYBG3	1388	730937	0.00189893246613593
CRYGA	1977	730947	0.00270471046464381
CRYGB	269	730947	0.000368015738487195
CRYGC	448	730947	0.000612903534729604
CRYGD	6294	730944	0.00861078276858419
CRYGEP	8	76104	0.000105119310417324
CRYGFP	4	727760	5.49631746729691e-06
CRYGN	1168	730940	0.00159794237557118
CRYGS	227	730937	0.000310560280844998
CRYL1	799	730944	0.00109310699588477
CRYM	699	730947	0.000956293684767842
CRYM-AS1	9	163460	5.5059341734981e-05
CRYZ	3039	730879	0.00415800700252709
CRYZL1	233	730931	0.000318771539310824
CRYZL2P	368	76172	0.00483117155910308
CRYZL2P-SEC16B	538	730740	0.000736239975914826
CS	46	730945	6.29322315632503e-05
CSAD	1487	730947	0.00203434722353331
CSAG1	217	548993	0.000395269156437332
CSAG2	40	254647.5	0.000157079884938984
CSAG3	133	420490.5	0.000316297276632885
CSAG4	904	546527	0.00165408113414342
CSDC2	70	730814	9.57836056780521e-05
CSDE1	100	730944	0.00013680938621837
CSE1L	67	730938	9.16630411881719e-05
CSE1L-AS1	2	76039	2.63022922447691e-05
CSF1	36	730931	4.9252255000814e-05
CSF1R	157	730947	0.000214789854804794
CSF2	22	730835	3.01025539280412e-05
CSF2RA	2035	730836	0.00278448242834234
CSF2RB	2229	730947	0.00304946870292921
CSF2RBP1	268	706612	0.000379274623131223
CSF3	65	730939	8.89267093423665e-05
CSF3R	1116	730947	0.00152678648383535
CSGALNACT1	1448	730947	0.0019809917818939
CSGALNACT2	198	730946	0.000270881843528797
CSH1	251	730735	0.000343489773994677
CSH2	7238	730914	0.0099026698079391
CSHL1	3168	730945	0.00433411542592124
CSK	36	730762	4.92636453455434e-05
CSKMT	2904	730941	0.00397296088193165
CSMD1	510	730850	0.00069781760963262
CSMD2	318	730946	0.000435052657788674
CSMD2-AS1	16	76113	0.000210213761118337
CSMD3	558	730947	0.000763393241917677
CSN1S1	3583	730444	0.00490523571964449
CSN1S2AP	61	151847	0.000401720152521946
CSN1S2BP	771	149642	0.00515229681506529
CSN2	2278	730898	0.00311671396008745
CSN3	98	730931	0.000134075583057772
CSNK1A1	13	730937	1.77853905329734e-05
CSNK1A1L	701	730947	0.000959029861262171
CSNK1A1P1	21	688336	3.05083563840915e-05
CSNK1D	65	730944	8.89261010419403e-05
CSNK1E	64	730937	8.75588457007923e-05
CSNK1G1	70	730940	9.57670944263551e-05
CSNK1G2	219	730332	0.000299863623667045
CSNK1G2-AS1	44	190894	0.000230494410510545
CSNK1G2P1	886	178935	0.00495151870791069
CSNK1G3	199	730733	0.000272329291273283
CSNK2A1	14	730942	1.9153366477778e-05
CSNK2A2	33	730863	4.51521010093547e-05
CSNK2A3	2177	730944	0.00297834033797391
CSNK2B	5	730924	6.84065648412147e-06
CSNKA2IP	707	539846	0.00130963274711677
CSPG4	769	730813	0.00105225276507123
CSPG4BP	487	76139	0.00639619643021316
CSPG4P10	2	29044	6.88610384244594e-05
CSPG4P12	2	68667	2.9126072203533e-05
CSPG4P13	107	723349	0.00014792306341752
CSPG4P5	54	456079	0.00011840054025728
CSPG5	181	730927	0.000247630748351067
CSPP1	2011	730936	0.00275126686878195
CSRNP1	79	730946	0.000108079119387752
CSRNP2	75	730947	0.000102606618537322
CSRNP3	80	730924	0.000109450503745943
CSRP1	110	730942	0.000150490736611113
CSRP2	233	730946	0.000318764997687928
CSRP3	284	730945	0.000388538125303545
CSRP3-AS1	34	517133	6.57471095443532e-05
CST1	215	730942	0.000294140985194448
CST11	816	730943	0.00111636611883553
CST12P	8	76077	0.000105156617637394
CST13P	3	76064	3.94404711821624e-05
CST2	2134	730944	0.00291951230190001
CST3	357	730937	0.000488414186174732
CST4	504	730945	0.000689518363214743
CST5	231	730927	0.000316037032425947
CST6	73	730935	9.9872081648847e-05
CST7	775	730918	0.00106031045890237
CST8	320	730945	0.000437789436961741
CST9	768	730947	0.00105069177382218
CST9L	1082	730947	0.00148027148343177
CST9LP1	23	191643	0.000120014819221156
CST9LP2	70	356489	0.000196359494963379
CSTA	257	730913	0.000351615034894714
CSTB	1006	730944	0.0013763024253568
CSTF1	19	730945	2.59937478196034e-05
CSTF2	12	548926	2.1860870135501e-05
CSTF2T	114	730947	0.00015596206017673
CSTF3	151	730927	0.000206586977906138
CSTF3-DT	208	76147	0.00273155869568072
CSTL1	2011	730947	0.0027512254650474
CSTP1	10	152088	6.57514070801115e-05
CSTP2	35	211871	0.000165194859135984
CT45A1	296	55970.5	0.00528850019206546
CT45A10	775	543272	0.0014265414009925
CT45A11P	28	444543.5	6.29859620037184e-05
CT45A3	116	111904	0.00103660280240206
CT45A9	4	333689.5	1.19871916856838e-05
CT47B1	110	548650	0.00020049211701449
CT55	4	549019	7.28572235204975e-06
CT62	521	730698	0.000713016868802159
CT69	13	76102	0.00017082336863683
CT75	22	123157	0.00017863377639923
CT83	45	548955.5	8.19738576259824e-05
CTAG1B	4	2461.5	0.00162502539102173
CTAG2	47	548915	8.5623457183717e-05
CTAGE1	382	730944	0.000522611855354172
CTAGE15	62	616155	0.000100624031290828
CTAGE4	85	515346	0.000164937731155379
CTAGE6	110	727574	0.000151187370631716
CTAGE8	227	712261	0.000318703396648139
CTAGE9	454	730870	0.000621177500786734
CTB-178M22.2	3	76164	3.93886875689302e-05
CTB-1I21.1	2	76077	2.62891544093484e-05
CTB-30L5.1	5	76094	6.5708203012064e-05
CTB-3M24.3	9	76097	0.000118270102632167
CTB-49A3.2	2	76104	2.62798276043309e-05
CTB-99A3.1	275	76115	0.00361295408263811
CTBP1	36	730782	4.92622971009138e-05
CTBP1-AS	102	713341	0.000142989117406682
CTBP1-DT	49	76180	0.000643213441848254
CTBP2	4194	730940	0.00573781705748762
CTBS	1334	730879	0.00182519952002999
CTC-338M12.4	20	149689	0.000133610352130083
CTC1	2769	730947	0.00378823635639793
CTCF	27	730392	3.69664508921237e-05
CTCFL	176	730941	0.000240785507995857
CTD-2154B17.1	2	76150	2.62639527248851e-05
CTD-2194D22.4	18	76105	0.000236515340647789
CTD-2350J17.1	9	76097	0.000118270102632167
CTD-3080P12.3	2	76129	2.62711975725413e-05
CTDNEP1	29	730802	3.96824310825641e-05
CTDP1	305	730945	0.00041726805710416
CTDSP1	27	730934	3.69390396396939e-05
CTDSP2	43	730940	5.8828358004761e-05
CTDSPL	34	730944	4.65151913142457e-05
CTDSPL2	36	729891	4.93224330756236e-05
CTDSPL2-DT	21	730938	2.87302069395763e-05
CTF1	206	730356	0.000282054231087305
CTF2P	5	76084	6.57168392828979e-05
CTH	553	730947	0.000756552800681855
CTHRC1	266	730942	0.000363913963077782
CTIF	123	730932	0.000168278307694833
CTLA4	10	730943	1.36809573386707e-05
CTNNA1	141	730946	0.000192900706755355
CTNNA2	102	730947	0.000139545001210758
CTNNA2-AS1	7	76078	9.20108309892479e-05
